Date,Nasdaq Change %,Nasdaq Trend,S&P500 Change %,S&P500 Trend,DJI Change %,DJI Trend,VIX Change %,VIX Trend
7/10/2014,-0.0200,0,-0.41,0,-0.42,0,8.07,1
7/11/2014,0.6800,1,0.15,1,0.17,1,-4.05,0
7/14/2014,-0.4200,0,0.48,1,0.66,1,-2.15,0
7/15/2014,0.0100,1,-0.19,0,0.03,1,1.18,1
7/16/2014,0.2000,1,0.42,1,0.45,1,-8.03,0
7/17/2014,-0.0800,0,-1.18,0,-0.94,0,32.18,1
7/18/2014,0.5900,1,1.03,1,0.73,1,-17.06,0
7/21/2014,0.3700,1,-0.23,0,-0.28,0,6.22,1
7/22/2014,0.2400,1,0.50,1,0.36,1,-4.45,0
7/23/2014,0.3000,1,0.18,1,-0.16,0,-5.88,0
7/24/2014,-0.7900,0,0.05,1,-0.02,0,2.78,1
7/25/2014,-0.1400,0,-0.48,0,-0.72,0,7.18,1
7/28/2014,0.0400,1,0.03,1,0.13,1,-1.02,0
7/29/2014,0.3400,1,-0.45,0,-0.42,0,5.73,1
7/30/2014,0.5900,1,0.01,1,-0.19,0,0.38,1
7/31/2014,1.0500,1,-2.00,0,-1.88,0,27.16,1
8/1/2014,0.4100,1,-0.29,0,-0.42,0,0.47,1
8/4/2014,-0.0700,0,0.72,1,0.46,1,-11.22,0
8/5/2014,-0.1300,0,-0.97,0,-0.84,0,11.57,1
8/6/2014,-0.1300,0,0.00,0,0.08,1,-2.96,0
8/7/2014,0.5400,1,-0.56,0,-0.46,0,1.77,1
8/8/2014,-0.2800,0,1.15,1,1.13,1,-5.34,0
8/11/2014,1.2200,1,0.28,1,0.10,1,-9.77,0
8/12/2014,0.7600,1,-0.16,0,-0.06,0,-0.70,0
8/13/2014,0.5500,1,0.67,1,0.55,1,-8.70,0
8/14/2014,0.8500,1,0.43,1,0.37,1,-3.72,0
8/15/2014,-0.7000,0,-0.01,0,-0.30,0,5.88,1
8/18/2014,0.8600,1,0.85,1,1.06,1,-6.31,0
8/19/2014,0.5200,1,0.50,1,0.48,1,-0.89,0
8/20/2014,-0.7600,0,0.25,1,0.35,1,-3.52,0
8/21/2014,-0.7100,0,0.29,1,0.36,1,-0.17,0
8/22/2014,-0.3300,0,-0.20,0,-0.22,0,-2.47,0
8/25/2014,1.7700,1,0.48,1,0.44,1,2.01,1
8/26/2014,0.5000,1,0.11,1,0.17,1,-0.60,0
8/27/2014,-0.4000,0,0.00,0,0.09,1,1.29,1
8/28/2014,-0.3200,0,-0.17,0,-0.25,0,2.29,1
8/29/2014,-1.3800,0,0.33,1,0.11,1,-0.58,0
9/2/2014,0.3400,1,-0.05,0,-0.18,0,2.25,1
9/3/2014,-0.0900,0,-0.08,0,0.06,1,0.90,1
9/4/2014,0.3100,1,-0.15,0,-0.05,0,2.27,1
9/5/2014,0.2700,1,0.50,1,0.40,1,-4.35,0
9/8/2014,0.7200,1,-0.31,0,-0.15,0,4.71,1
9/9/2014,-0.0300,0,-0.65,0,-0.57,0,6.64,1
9/10/2014,-1.7500,0,0.36,1,0.32,1,-4.59,0
9/11/2014,0.5200,1,0.09,1,-0.12,0,-0.62,0
9/12/2014,-0.8300,0,-0.60,0,-0.36,0,3.98,1
9/15/2014,0.9700,1,-0.07,0,0.26,1,6.09,1
9/16/2014,0.6400,1,0.75,1,0.59,1,-9.84,0
9/17/2014,0.2300,1,0.13,1,0.15,1,-0.63,0
9/18/2014,1.2900,1,0.49,1,0.64,1,-4.90,0
9/19/2014,0.2900,1,-0.05,0,0.08,1,0.67,1
9/22/2014,0.5700,1,-0.80,0,-0.62,0,13.05,1
9/23/2014,-1.3400,0,-0.58,0,-0.68,0,9.06,1
9/24/2014,-3.1000,0,0.78,1,0.90,1,-11.12,0
9/25/2014,1.7200,1,-1.62,0,-1.54,0,17.86,1
9/26/2014,0.8100,1,0.86,1,0.99,1,-5.05,0
9/29/2014,-1.1600,0,-0.25,0,-0.25,0,7.61,1
9/30/2014,-2.6000,0,-0.28,0,-0.17,0,2.07,1
10/1/2014,-0.9100,0,-1.32,0,-1.40,0,2.45,1
10/2/2014,0.2000,1,0.00,0,-0.02,0,-3.29,0
10/3/2014,1.6400,1,1.12,1,1.24,1,-9.96,0
10/6/2014,1.0400,1,-0.16,0,-0.10,0,6.25,1
10/7/2014,0.1100,1,-1.51,0,-1.60,0,11.25,1
10/8/2014,-0.5400,0,1.75,1,1.64,1,-12.15,0
10/9/2014,-1.4300,0,-2.07,0,-1.97,0,24.16,1
10/10/2014,0.1900,1,-1.15,0,-0.69,0,13.22,1
10/13/2014,-1.1800,0,-1.65,0,-1.35,0,16.01,1
10/14/2014,-0.9800,0,0.16,1,-0.04,0,-7.51,0
10/15/2014,0.2700,1,-0.81,0,-1.06,0,15.18,1
10/16/2014,-0.5900,0,0.01,1,-0.15,0,-4.00,0
10/17/2014,1.2500,1,1.29,1,1.63,1,-12.74,0
10/20/2014,0.8100,1,0.91,1,0.12,1,-15.55,0
10/21/2014,-0.3500,0,1.96,1,1.31,1,-13.41,0
10/22/2014,-1.4600,0,-0.73,0,-0.92,0,11.13,1
10/23/2014,0.3700,1,1.23,1,1.32,1,-7.50,0
10/24/2014,-0.6300,0,0.71,1,0.76,1,-2.54,0
10/27/2014,-0.0400,0,-0.15,0,0.07,1,-0.43,0
10/28/2014,-0.3700,0,1.19,1,1.12,1,-10.29,0
10/29/2014,-0.1300,0,-0.14,0,-0.18,0,5.28,1
10/30/2014,0.1400,1,0.62,1,1.30,1,-4.16,0
10/31/2014,1.7500,1,1.17,1,1.13,1,-3.37,0
11/3/2014,-0.7200,0,-0.01,0,-0.14,0,4.99,1
11/4/2014,-0.2500,0,-0.28,0,0.10,1,1.09,1
11/5/2014,0.6300,1,0.57,1,0.58,1,-4.84,0
11/6/2014,0.1000,1,0.38,1,0.40,1,-3.53,0
11/7/2014,-0.1300,0,0.03,1,0.11,1,-4.02,0
11/10/2014,0.6900,1,0.31,1,0.23,1,-3.43,0
11/11/2014,-0.1000,0,0.07,1,0.01,1,1.97,1
11/12/2014,0.7000,1,-0.07,0,-0.02,0,0.77,1
11/13/2014,-0.8200,0,0.05,1,0.23,1,5.91,1
11/14/2014,0.6800,1,0.02,1,-0.10,0,-3.48,0
11/17/2014,0.0800,1,0.07,1,0.07,1,5.11,1
11/18/2014,0.9400,1,0.51,1,0.23,1,-0.93,0
11/19/2014,0.2400,1,-0.15,0,-0.01,0,0.72,1
11/20/2014,1.0300,1,0.20,1,0.19,1,-2.72,0
11/21/2014,0.5400,1,0.52,1,0.51,1,-5.01,0
11/24/2014,1.6900,1,0.29,1,0.04,1,-2.17,0
11/25/2014,1.1400,1,-0.12,0,-0.02,0,-2.93,0
11/26/2014,-0.5000,0,0.28,1,0.07,1,-1.47,0
11/28/2014,0.8600,1,-0.25,0,0.00,0,10.44,1
12/1/2014,-2.6100,0,-0.68,0,-0.29,0,7.20,1
12/2/2014,-0.4700,0,0.64,1,0.58,1,-10.08,0
12/3/2014,1.7700,1,0.38,1,0.18,1,-2.96,0
12/4/2014,-1.1400,0,-0.12,0,-0.07,0,-0.72,0
12/5/2014,0.3500,1,0.17,1,0.33,1,-4.52,0
12/8/2014,-1.0800,0,-0.73,0,-0.59,0,20.22,1
12/9/2014,-2.1500,0,-0.02,0,-0.29,0,4.79,1
12/10/2014,-0.5700,0,-1.64,0,-1.51,0,24.45,1
12/11/2014,0.4100,1,0.45,1,0.36,1,8.36,1
12/12/2014,0.6700,1,-1.62,0,-1.79,0,4.98,1
12/15/2014,-0.5000,0,-0.63,0,-0.58,0,-3.13,0
12/16/2014,0.0900,1,-0.85,0,-0.65,0,15.43,1
12/17/2014,0.7600,1,2.04,1,1.69,1,-17.52,0
12/18/2014,1.6900,1,2.40,1,2.43,1,-13.53,0
12/19/2014,-1.4700,0,0.46,1,0.15,1,-1.90,0
12/22/2014,0.4400,1,0.38,1,0.87,1,-7.52,0
12/23/2014,-0.2300,0,0.17,1,0.36,1,-2.95,0
12/24/2014,0.3000,1,-0.01,0,0.03,1,-2.91,0
12/26/2014,0.9600,1,0.33,1,0.13,1,0.90,1
12/29/2014,-0.4400,0,0.09,1,-0.09,0,3.86,1
12/30/2014,-0.2700,0,-0.49,0,-0.31,0,5.71,1
12/31/2014,-0.8000,0,-1.03,0,-0.89,0,20.60,1
1/2/2015,0.5400,1,-0.03,0,0.06,1,-7.34,0
1/5/2015,-0.0600,0,-1.83,0,-1.86,0,11.97,1
1/6/2015,-0.2500,0,-0.89,0,-0.74,0,6.02,1
1/7/2015,0.2800,1,1.16,1,1.23,1,-8.57,0
1/8/2015,0.1600,1,1.79,1,1.84,1,-11.91,0
1/9/2015,1.0800,1,-0.84,0,-0.95,0,3.17,1
1/12/2015,1.1500,1,-0.81,0,-0.54,0,11.68,1
1/13/2015,-0.2900,0,-0.26,0,-0.15,0,4.90,1
1/14/2015,1.1500,1,-0.58,0,-1.06,0,4.47,1
1/15/2015,-0.1400,0,-0.92,0,-0.61,0,4.24,1
1/16/2015,0.7100,1,1.34,1,1.10,1,-6.43,0
1/20/2015,0.0600,1,0.15,1,0.02,1,-5.06,0
1/21/2015,-0.1400,0,0.47,1,0.22,1,-5.23,0
1/22/2015,-1.4000,0,1.53,1,1.48,1,-13.00,0
1/23/2015,-0.2000,0,-0.55,0,-0.79,0,1.59,1
1/26/2015,0.1500,1,0.26,1,0.03,1,-6.84,0
1/27/2015,0.7300,1,-1.34,0,-1.65,0,10.95,1
1/28/2015,-0.1200,0,-1.35,0,-1.13,0,18.70,1
1/29/2015,0.0200,1,0.95,1,1.31,1,-8.22,0
1/30/2015,-0.2000,0,-1.30,0,-1.45,0,11.78,1
2/2/2015,-0.3600,0,1.30,1,1.14,1,-7.34,0
2/3/2015,0.3700,1,1.44,1,1.76,1,-10.81,0
2/4/2015,0.6700,1,-0.42,0,0.04,1,5.77,1
2/5/2015,0.5800,1,1.03,1,1.20,1,-8.07,0
2/6/2015,0.0700,1,-0.34,0,-0.34,0,2.61,1
2/9/2015,0.5700,1,-0.42,0,-0.53,0,7.29,1
2/10/2015,1.2200,1,1.07,1,0.79,1,-7.12,0
2/11/2015,-0.2600,0,0.00,0,-0.04,0,-1.57,0
2/12/2015,-0.4400,0,0.96,1,0.62,1,-9.55,0
2/13/2015,-0.9300,0,0.41,1,0.26,1,-4.24,0
2/17/2015,0.3300,1,0.16,1,0.16,1,7.56,1
2/18/2015,0.1800,1,-0.03,0,-0.10,0,-2.22,0
2/19/2015,1.1600,1,-0.11,0,-0.24,0,-1.04,0
2/20/2015,0.0000,0,0.61,1,0.86,1,-6.47,0
2/23/2015,0.0100,1,-0.03,0,-0.13,0,1.82,1
2/24/2015,1.6000,1,0.28,1,0.51,1,-5.98,0
2/25/2015,-1.9000,0,-0.08,0,0.08,1,1.10,1
2/26/2015,-0.2000,0,-0.15,0,-0.06,0,0.51,1
2/27/2015,0.0800,1,-0.30,0,-0.45,0,-4.10,0
3/2/2015,0.3700,1,0.61,1,0.86,1,-2.25,0
3/3/2015,0.0600,1,-0.45,0,-0.47,0,6.29,1
3/4/2015,-0.2800,0,-0.44,0,-0.58,0,2.67,1
3/5/2015,-0.5500,0,0.12,1,0.21,1,-1.34,0
3/6/2015,0.3100,1,-1.42,0,-1.54,0,8.26,1
3/9/2015,-0.0800,0,0.39,1,0.78,1,-0.92,0
3/10/2015,0.3700,1,-1.70,0,-1.85,0,10.82,1
3/11/2015,0.5600,1,-0.19,0,-0.16,0,1.08,1
3/12/2015,-0.5700,0,1.26,1,1.47,1,-8.60,0
3/13/2015,0.2400,1,-0.61,0,-0.82,0,3.76,1
3/16/2015,0.1500,1,1.35,1,1.29,1,-2.44,0
3/17/2015,1.3200,1,-0.33,0,-0.71,0,0.32,1
3/18/2015,0.6200,1,1.22,1,1.27,1,-10.79,0
3/19/2015,1.2000,1,-0.49,0,-0.65,0,0.72,1
3/20/2015,-0.5600,0,0.90,1,0.94,1,-7.46,0
3/23/2015,0.6200,1,-0.17,0,-0.06,0,3.00,1
3/24/2015,0.8300,1,-0.61,0,-0.58,0,1.57,1
3/25/2015,2.2600,1,-1.46,0,-1.62,0,13.36,1
3/26/2015,-0.4600,0,-0.24,0,-0.23,0,2.33,1
3/27/2015,-2.0000,0,0.24,1,0.19,1,-4.62,0
3/30/2015,-0.9800,0,1.22,1,1.49,1,-3.72,0
3/31/2015,0.8900,1,-0.88,0,-1.11,0,5.38,1
4/1/2015,-1.0700,0,-0.40,0,-0.44,0,-1.18,0
4/2/2015,-0.0800,0,0.35,1,0.37,1,-2.91,0
4/6/2015,1.2300,1,0.66,1,0.66,1,0.48,1
4/7/2015,-0.2700,0,-0.21,0,-0.03,0,0.27,1
4/8/2015,-0.1500,0,0.27,1,0.15,1,-5.41,0
4/9/2015,0.7000,1,0.45,1,0.31,1,-6.37,0
4/10/2015,-0.1900,0,0.52,1,0.55,1,-3.90,0
4/13/2015,0.0800,1,-0.46,0,-0.45,0,10.81,1
4/14/2015,-0.2500,0,0.16,1,0.33,1,-1.94,0
4/15/2015,-0.3900,0,0.51,1,0.42,1,-6.07,0
4/16/2015,0.1500,1,-0.08,0,-0.04,0,-1.87,0
4/17/2015,1.0100,1,-1.13,0,-1.54,0,10.24,1
4/20/2015,0.7500,1,0.92,1,1.17,1,-4.25,0
4/21/2015,-0.1200,0,-0.15,0,-0.47,0,-0.38,0
4/22/2015,0.1700,1,0.51,1,0.49,1,-4.08,0
4/23/2015,-0.2400,0,0.24,1,0.11,1,-1.81,0
4/24/2015,-0.1100,0,0.23,1,0.12,1,-1.52,0
4/27/2015,0.6200,1,-0.41,0,-0.23,0,6.75,1
4/28/2015,1.2600,1,0.28,1,0.40,1,-5.41,0
4/29/2015,0.0300,1,-0.37,0,-0.41,0,7.90,1
4/30/2015,0.2700,1,-1.01,0,-1.08,0,8.66,1
5/1/2015,1.0100,1,1.09,1,1.03,1,-12.71,0
5/4/2015,0.6300,1,0.29,1,0.26,1,1.18,1
5/5/2015,-0.8400,0,-1.18,0,-0.79,0,11.36,1
5/6/2015,0.7500,1,-0.45,0,-0.48,0,5.87,1
5/7/2015,0.4100,1,0.38,1,0.46,1,-0.13,0
5/8/2015,-2.1600,0,1.35,1,1.49,1,-15.00,0
5/11/2015,-0.0100,0,-0.51,0,-0.47,0,7.70,1
5/12/2015,0.5200,1,-0.29,0,-0.20,0,0.07,1
5/13/2015,1.0800,1,-0.03,0,-0.04,0,-0.72,0
5/14/2015,-0.3800,0,1.08,1,1.06,1,-7.41,0
5/15/2015,0.6800,1,0.08,1,0.11,1,-2.83,0
5/18/2015,-0.3800,0,0.30,1,0.14,1,2.83,1
5/19/2015,-0.0900,0,-0.06,0,0.07,1,0.94,1
5/20/2015,-1.7200,0,-0.09,0,-0.15,0,0.23,1
5/21/2015,-0.4100,0,0.23,1,0.00,0,-5.98,0
5/22/2015,0.3900,1,-0.22,0,-0.29,0,0.17,1
5/26/2015,0.2700,1,-1.03,0,-1.04,0,15.91,1
5/27/2015,-0.2500,0,0.92,1,0.67,1,-5.62,0
5/28/2015,0.4100,1,-0.13,0,-0.20,0,0.30,1
5/29/2015,-0.3200,0,-0.63,0,-0.64,0,3.98,1
6/1/2015,-0.7400,0,0.21,1,0.16,1,0.94,1
6/2/2015,0.0900,1,-0.10,0,-0.16,0,1.93,1
6/3/2015,0.3800,1,0.21,1,0.36,1,-4.07,0
6/4/2015,1.3600,1,-0.86,0,-0.94,0,7.69,1
6/5/2015,0.2700,1,-0.14,0,-0.31,0,-3.40,0
6/8/2015,0.4800,1,-0.65,0,-0.46,0,7.60,1
6/9/2015,-0.3900,0,0.04,1,-0.01,0,-5.36,0
6/10/2015,0.2200,1,1.20,1,1.33,1,-8.64,0
6/11/2015,0.7100,1,0.17,1,0.22,1,-2.80,0
6/12/2015,0.0100,1,-0.70,0,-0.78,0,7.24,1
6/15/2015,-0.5900,0,-0.46,0,-0.60,0,11.68,1
6/16/2015,0.3600,1,0.57,1,0.64,1,-3.77,0
6/17/2015,-0.6600,0,0.20,1,0.17,1,-2.09,0
6/18/2015,0.0400,1,0.99,1,1.00,1,-9.03,0
6/19/2015,0.3200,1,-0.53,0,-0.55,0,5.84,1
6/22/2015,-0.2500,0,0.61,1,0.58,1,-8.74,0
6/23/2015,0.2100,1,0.06,1,0.13,1,-4.95,0
6/24/2015,0.6100,1,-0.74,0,-0.98,0,9.50,1
6/25/2015,1.6300,1,-0.30,0,-0.42,0,5.66,1
6/26/2015,0.4700,1,-0.04,0,0.31,1,0.07,1
6/29/2015,0.5600,1,-2.09,0,-1.95,0,34.45,1
6/30/2015,0.1600,1,0.27,1,0.13,1,-3.29,0
7/1/2015,1.0400,1,0.69,1,0.79,1,-11.74,0
7/2/2015,0.3000,1,-0.03,0,-0.16,0,4.35,1
7/6/2015,-0.0300,0,-0.39,0,-0.26,0,1.31,1
7/7/2015,0.9200,1,0.61,1,0.53,1,-5.41,0
7/8/2015,0.0400,1,-1.67,0,-1.47,0,22.19,1
7/9/2015,0.7600,1,0.23,1,0.19,1,1.58,1
7/10/2015,0.8500,1,1.23,1,1.21,1,-15.72,0
7/13/2015,0.8200,1,1.11,1,1.22,1,-17.41,0
7/14/2015,-1.0900,0,0.45,1,0.42,1,-3.81,0
7/15/2015,-0.2200,0,-0.07,0,-0.02,0,-1.05,0
7/16/2015,-2.2800,0,0.80,1,0.39,1,-8.47,0
7/17/2015,-1.1200,0,0.11,1,-0.19,0,-1.32,0
7/20/2015,0.8700,1,0.08,1,0.08,1,2.51,1
7/21/2015,0.8300,1,-0.43,0,-1.00,0,-0.24,0
7/22/2015,-0.6300,0,-0.24,0,-0.38,0,-0.82,0
7/23/2015,1.3200,1,-0.57,0,-0.67,0,4.29,1
7/24/2015,-1.0600,0,-1.07,0,-0.92,0,8.70,1
7/27/2015,-1.0600,0,-0.58,0,-0.73,0,13.54,1
7/28/2015,0.1300,1,1.24,1,1.09,1,-13.85,0
7/29/2015,1.3200,1,0.73,1,0.69,1,-6.99,0
7/30/2015,0.6600,1,0.00,0,-0.03,0,-2.96,0
7/31/2015,-1.2700,0,-0.23,0,-0.32,0,-0.08,0
8/3/2015,-0.5800,0,-0.28,0,-0.52,0,3.63,1
8/4/2015,0.2700,1,-0.22,0,-0.27,0,3.50,1
8/5/2015,-1.0100,0,0.31,1,-0.06,0,-3.77,0
8/6/2015,0.6900,1,-0.78,0,-0.69,0,10.07,1
8/7/2015,-0.6100,0,-0.29,0,-0.27,0,-2.76,0
8/10/2015,0.8600,1,1.28,1,1.39,1,-8.66,0
8/11/2015,-0.0100,0,-0.96,0,-1.21,0,12.10,1
8/12/2015,-0.1100,0,0.10,1,0.00,0,-0.73,0
8/13/2015,-1.1100,0,-0.13,0,0.03,1,-0.88,0
8/14/2015,0.1600,1,0.39,1,0.40,1,-4.89,0
8/17/2015,-0.0700,0,0.52,1,0.39,1,1.48,1
8/18/2015,0.9700,1,-0.26,0,-0.19,0,5.91,1
8/19/2015,-0.1800,0,-0.83,0,-0.93,0,10.59,1
8/20/2015,0.2600,1,-2.11,0,-2.06,0,25.51,1
8/21/2015,0.6900,1,-3.19,0,-3.12,0,46.45,1
8/24/2015,0.0600,1,-3.94,0,-3.57,0,45.34,1
8/25/2015,0.8000,1,-1.35,0,-1.29,0,-11.59,0
8/26/2015,-0.1200,0,3.90,1,3.95,1,-15.82,0
8/27/2015,0.4900,1,2.43,1,2.27,1,-13.92,0
8/28/2015,0.1100,1,0.06,1,-0.07,0,-0.19,0
8/31/2015,0.4200,1,-0.84,0,-0.69,0,9.14,1
9/1/2015,1.1400,1,-2.96,0,-2.84,0,10.45,1
9/2/2015,1.2600,1,1.83,1,1.82,1,-16.91,0
9/3/2015,-0.8900,0,0.12,1,0.14,1,-1.84,0
9/4/2015,0.6600,1,-1.53,0,-1.66,0,8.55,1
9/8/2015,0.8500,1,2.51,1,2.42,1,-10.43,0
9/9/2015,-0.3300,0,-1.39,0,-1.45,0,5.34,1
9/10/2015,0.6200,1,0.53,1,0.47,1,-7.09,0
9/11/2015,0.0100,1,0.45,1,0.63,1,-4.80,0
9/14/2015,1.1100,1,-0.41,0,-0.38,0,4.53,1
9/15/2015,0.8600,1,1.28,1,1.40,1,-7.05,0
9/16/2015,1.2500,1,0.87,1,0.84,1,-5.28,0
9/17/2015,-1.2000,0,-0.26,0,-0.39,0,-0.98,0
9/18/2015,-1.8400,0,-1.62,0,-1.74,0,5.39,1
9/21/2015,1.5000,1,0.46,1,0.77,1,-9.61,0
9/22/2015,-2.3800,0,-1.23,0,-1.09,0,11.42,1
9/23/2015,-0.1600,0,-0.20,0,-0.31,0,-1.38,0
9/24/2015,0.0900,1,-0.34,0,-0.48,0,6.06,1
9/25/2015,1.8300,1,-0.05,0,0.70,1,0.64,1
9/28/2015,0.4800,1,-2.57,0,-1.92,0,16.98,1
9/29/2015,0.5700,1,0.12,1,0.30,1,-2.90,0
9/30/2015,-0.6500,0,1.91,1,1.47,1,-8.68,0
10/1/2015,0.2000,1,0.20,1,-0.08,0,-7.96,0
10/2/2015,-1.1100,0,1.43,1,1.23,1,-7.14,0
10/5/2015,0.4800,1,1.83,1,1.85,1,-6.69,0
10/6/2015,-0.8700,0,-0.36,0,0.08,1,-0.72,0
10/7/2015,0.3400,1,0.80,1,0.73,1,-5.15,0
10/8/2015,0.1200,1,0.88,1,0.82,1,-5.33,0
10/9/2015,0.5300,1,0.07,1,0.20,1,-1.95,0
10/12/2015,-0.3000,0,0.13,1,0.28,1,-5.33,0
10/13/2015,0.7000,1,-0.68,0,-0.29,0,9.28,1
10/14/2015,-0.9700,0,-0.47,0,-0.92,0,2.04,1
10/15/2015,0.7800,1,1.49,1,1.28,1,-10.98,0
10/16/2015,-0.2600,0,0.46,1,0.43,1,-6.23,0
10/19/2015,-0.3500,0,0.03,1,0.08,1,-0.47,0
10/20/2015,-0.3000,0,-0.14,0,-0.08,0,5.14,1
10/21/2015,0.4300,1,-0.58,0,-0.28,0,6.03,1
10/22/2015,0.0900,1,1.66,1,1.87,1,-13.47,0
10/23/2015,-0.3200,0,1.10,1,0.90,1,0.07,1
10/26/2015,0.2600,1,-0.19,0,-0.13,0,5.74,1
10/27/2015,0.3800,1,-0.26,0,-0.24,0,0.92,1
10/28/2015,0.3000,1,1.18,1,1.13,1,-7.13,0
10/29/2015,-0.0500,0,-0.04,0,-0.13,0,1.95,1
10/30/2015,1.3200,1,-0.48,0,-0.52,0,3.15,1
11/2/2015,0.3900,1,1.19,1,0.94,1,-6.10,0
11/3/2015,0.3000,1,0.27,1,0.50,1,2.76,1
11/4/2015,-0.0700,0,-0.35,0,-0.28,0,6.67,1
11/5/2015,1.0400,1,-0.11,0,-0.02,0,-2.97,0
11/6/2015,0.4300,1,-0.03,0,0.26,1,-4.78,0
11/9/2015,-1.4400,0,-0.98,0,-1.00,0,15.28,1
11/10/2015,0.9700,1,0.15,1,0.16,1,-7.45,0
11/11/2015,-1.0400,0,-0.32,0,-0.32,0,5.04,1
11/12/2015,-1.5300,0,-1.40,0,-1.44,0,14.38,1
11/13/2015,0.6800,1,-1.12,0,-1.16,0,9.31,1
11/16/2015,-0.2100,0,1.49,1,1.38,1,-9.56,0
11/17/2015,0.0600,1,-0.13,0,0.04,1,3.74,1
11/18/2015,0.3300,1,1.62,1,1.42,1,-10.56,0
11/19/2015,-0.1700,0,-0.11,0,-0.02,0,0.83,1
11/20/2015,-0.0600,0,0.38,1,0.51,1,-8.95,0
11/23/2015,0.9100,1,-0.12,0,-0.17,0,0.97,1
11/24/2015,-0.1100,0,0.12,1,0.11,1,1.98,1
11/25/2015,-0.1000,0,-0.01,0,0.01,1,-4.65,0
11/27/2015,1.2900,1,0.06,1,-0.08,0,-0.46,0
11/30/2015,-1.5100,0,-0.46,0,-0.44,0,6.68,1
12/1/2015,1.1800,1,1.07,1,0.95,1,-9.05,0
12/2/2015,-0.0100,0,-1.10,0,-0.89,0,8.45,1
12/3/2015,-0.3600,0,-1.44,0,-1.42,0,13.83,1
12/4/2015,-0.0200,0,2.05,1,2.12,1,-18.22,0
12/7/2015,0.1500,1,-0.70,0,-0.66,0,6.95,1
12/8/2015,0.6200,1,-0.65,0,-0.92,0,11.11,1
12/9/2015,-0.7400,0,-0.77,0,-0.43,0,11.42,1
12/10/2015,0.3300,1,0.23,1,0.47,1,-1.38,0
12/11/2015,0.2700,1,-1.94,0,-1.76,0,26.11,1
12/14/2015,-0.0400,0,0.48,1,0.60,1,-6.81,0
12/15/2015,0.5900,1,1.06,1,0.90,1,-7.83,0
12/16/2015,0.2200,1,1.45,1,1.28,1,-14.75,0
12/17/2015,-0.2200,0,-1.50,0,-1.43,0,6.05,1
12/18/2015,-0.2600,0,-1.78,0,-2.10,0,9.29,1
12/21/2015,0.1200,1,0.78,1,0.72,1,-9.66,0
12/22/2015,0.5100,1,0.88,1,0.96,1,-11.23,0
12/23/2015,0.4500,1,1.24,1,1.06,1,-6.20,0
12/24/2015,-0.2300,0,-0.16,0,-0.29,0,1.09,1
12/28/2015,-0.0900,0,-0.22,0,-0.14,0,7.43,1
12/29/2015,0.0400,1,1.06,1,1.10,1,-4.91,0
12/30/2015,-0.3800,0,-0.72,0,-0.66,0,7.52,1
12/31/2015,3.0700,1,-0.94,0,-1.02,0,5.32,1
1/4/2016,2.0000,1,-1.53,0,-1.58,0,13.67,1
1/5/2016,-0.8600,0,0.20,1,0.06,1,-6.57,0
1/6/2016,-0.1400,0,-1.31,0,-1.47,0,6.46,1
1/7/2016,-0.7400,0,-2.37,0,-2.32,0,21.37,1
1/8/2016,-0.2800,0,-1.08,0,-1.02,0,8.08,1
1/11/2016,-0.9600,0,0.09,1,0.32,1,-10.03,0
1/12/2016,0.2000,1,0.78,1,0.72,1,-7.53,0
1/13/2016,-0.3300,0,-2.50,0,-2.21,0,12.24,1
1/14/2016,1.4600,1,1.67,1,1.41,1,-5.04,0
1/15/2016,1.3200,1,-2.16,0,-2.39,0,12.82,1
1/19/2016,-0.7000,0,0.05,1,0.17,1,-3.59,0
1/20/2016,-0.7200,0,-1.17,0,-1.56,0,5.91,1
1/21/2016,-0.2800,0,0.52,1,0.74,1,-3.26,0
1/22/2016,1.1800,1,2.03,1,1.33,1,-16.30,0
1/25/2016,0.3000,1,-1.56,0,-1.29,0,8.10,1
1/26/2016,-0.3800,0,1.41,1,1.78,1,-6.83,0
1/27/2016,0.5200,1,-1.09,0,-1.38,0,2.71,1
1/28/2016,-0.7700,0,0.55,1,0.79,1,-2.99,0
1/29/2016,-0.1800,0,2.48,1,2.47,1,-9.90,0
2/1/2016,-0.2700,0,-0.04,0,-0.10,0,-1.09,0
2/2/2016,-0.0600,0,-1.87,0,-1.80,0,10.01,1
2/3/2016,0.6800,1,0.50,1,1.13,1,-1.50,0
2/4/2016,0.8100,1,0.15,1,0.49,1,0.88,1
2/5/2016,-0.3000,0,-1.85,0,-1.29,0,7.05,1
2/8/2016,0.3300,1,-1.42,0,-1.10,0,11.21,1
2/9/2016,1.3800,1,-0.07,0,-0.08,0,2.08,1
2/10/2016,0.3400,1,-0.02,0,-0.62,0,-0.94,0
2/11/2016,0.0200,1,-1.23,0,-1.60,0,7.04,1
2/12/2016,2.2100,1,1.95,1,2.00,1,-9.74,0
2/16/2016,0.5700,1,1.65,1,1.39,1,-5.08,0
2/17/2016,-0.3500,0,1.65,1,1.59,1,-7.47,0
2/18/2016,-1.2900,0,-0.47,0,-0.25,0,-3.00,0
2/19/2016,-0.7000,0,0.00,0,-0.13,0,-5.13,0
2/22/2016,-0.0200,0,1.45,1,1.40,1,-5.60,0
2/23/2016,0.3200,1,-1.25,0,-1.14,0,8.26,1
2/24/2016,-1.4200,0,0.44,1,0.32,1,-1.24,0
